GO	Term	Aspect	ASPECT	Entry	Original GO	Original Term	Original Aspect
GO:0005515	protein binding	F	Molecular Function	W1QFP5	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A168MSD8	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A397ZF05	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A367Y0U8	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A4V1J329	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	Q5A6N7	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A1Y3NR64	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A1G4JLD8	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	C5M2V4	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A420H7C7	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A4P9ZP49	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	Q754Q8	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A1E4SKF0	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	K0KV01	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A367YAS2	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A1D2VAT8	GO:0046982	protein heterodimerization activity	F
GO:0005515	protein binding	F	Molecular Function	A0A397H8V5	GO:0051082	unfolded protein binding	F
GO:0005634	nucleus	C	Cellular Component	A0A1L9X2Y5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1L9UU98	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	W9Z0U9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1S7UJV9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	B8N3F2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D2BY94	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A484G0Q6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A3F3Q2A4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D1Z6N4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A1D4N2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1J9S154	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	K9FNI9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A161W9Q4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	G2RF90	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	W9VWC5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A3D8T4S1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Z1L4I9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D1ZSW4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	K9FL53	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2V5HUS8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0G4PLT0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1F8ABG2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A094ANU8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0C3HRD4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1Y2M3V0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A3N2PZ55	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A3N4JRD4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A1CRR9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D2C0A9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1L9ND43	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V6NJT9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V6NQL7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1J9RFD9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	H6BRI1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V1T5A9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	B6H5Z1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1Y2AA48	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1B8EXU1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A094HTT4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	E4UPS6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A094FKW1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2I1BW97	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	V5IRI7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1B8GK12	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2T7A0C9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A017SDU8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	B6QKT5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1C1CKZ4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	E3Q5U5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0A0HU60	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1B7P0W2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1L9TL74	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1Q5T0M1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0H1BK20	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Q4WIS8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A167EIY1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D2GYF5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2I2GQM6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A179ULS2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0A2LC33	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V6T3Z5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0M8PCK4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1S8BJB9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A317XA96	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A319DR71	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A178EKI8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	O59848	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Q4UZG3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	C0NBP0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A101M8R6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1G4B6F2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0F0IEU5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	C4JJL7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2I2FMT3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	W6QEW0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A165JEU2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	G4MUE5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	M7S6K4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A135L8Q6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A124GQK4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	L8FZA3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A094H964	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A318ZHX2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A135LXF7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0S7E7V0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A364L632	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	C5FSY4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1F5LFC3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	L2F9X0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A059IY17	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	W9YBD3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	W9CQ33	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0U1M5F6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	C6H9Y8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1B8DKS7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	R1ED04	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	S3BW39	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0G4PBN2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A059IXR6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A177CNE7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Q4YR56	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1L9RXE4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0F4YHM6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0K8LNJ1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0A2V535	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A439CZI9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Z1K4B5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A395HQH5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0A2L498	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0M8NR65	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0A2JAD6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0A2J936	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	Q2HE25	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4V6DGK4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A136JFI6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2B7XKI7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1L9PRH7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V6RLR3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2G7G3F2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D2HNH3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2T2NDG7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	D5GJ28	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V6R809	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A401L5V0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	B8MFH3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Q4YUU6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A319C430	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2B7XEW9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1L7WCU1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	T0KNK9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V6Y3V6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D2DTY1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A178ZVK3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4T0WCY5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4S3JF28	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	Q0CR57	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2T3B8D8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A3M2TGH9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Q4T7B9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Q4V595	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	C5GBH6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V6SKH9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A317SWF9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Y8CS59	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	W9X1D6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Q4UTD5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	G3XRB3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A3A2ZPC8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A225AIW1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1J7JYL8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A135V365	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	F0UKV0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D2EMV9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	H1VYJ3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	S8APN7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	V5FSR6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A162J1W2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D2IEW8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A094DIS2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1B8E865	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1L9VR94	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2B7ZQ89	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0F7TCR9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	G2XYD6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A178EWD8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	D4AYN2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4V1XXS4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0U5GBT9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A443HZ46	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1Y2WYD1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V6Q532	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A100I273	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Z1JH26	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	M7UH44	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1L9SKL1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A395GUJ7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	G2Q338	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	Q2UK39	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A094CR80	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A397H8V5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A072PU13	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1B8CL40	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0L1J748	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A319EEX2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	G7XNY0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1E3BU77	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2B7Y9N9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D1XD28	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A317WAM6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1R3RRS5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A3N4KHV4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2H3I8P5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	K2RBG0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1Y2V2H7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A229YYE4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0D2B5W0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0F8X0U0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2T3ZPQ9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2G4T5F1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0A2W8D8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	S0DTN3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A3N4M2P1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2H3FCI4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A066X8T1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Z1P510	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A084QRG8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A6R4P5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A010R9D6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0C9M7G3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	C9SLT3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2S6BTL5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A168IW51	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0M9VU97	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0S6XIX0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2K1XX25	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4V6ACD8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A369GU71	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2D3VCC5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A063BVL8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	G1X6N5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2S7QFH4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0B2WK37	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A428NGS5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	I1C0B6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	S8A819	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2P7Z2G0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V8SNF2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1X7RUI8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A3M9Y6N4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	F9G7E0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A395N8L0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A370THU6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0F9X7C9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2T4CIW9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2K3QB57	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1E3PYW3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1C7NKY8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	M2V2V3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A395ML81	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	U7PU37	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A167XCI6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A068RWS0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2H5UC38	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	S3CVD1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V8S8Y9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1V8S9E6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A139HYK1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A420I197	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	G0REE1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	S2JG03	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2C6A3D6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1Z5TTH9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A3N4IL93	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A369HD45	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0F4G6V8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1Z5TCZ4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	R0KM33	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	W7M9G8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A1E3PU00	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2V1CS94	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2V1EEY9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A395RRW8	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	I1RSG9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	G9P870	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0G4N5I6	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A194XPU2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2C5XUC5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A162YCU2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	M2LME2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	W7MV07	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	M3D758	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	N1J7Z1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A367JDP0	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	X0D0F5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2I0S5C7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A420XY81	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	M2S7X7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0A1TSI1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	N1RIE1	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2H3H638	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A397SD07	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A094DLR7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2N6P038	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4U0Y2U2	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0N0NIV9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A179HNU5	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	X0E1P7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	W7MB63	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2K0TAY3	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A0A1PIZ4	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A2A9PL75	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Q7K1H7	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	A0A4Q7JYJ9	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	B2WD86	GO:0005634	nucleus	C
GO:0005634	nucleus	C	Cellular Component	W9IVJ5	GO:0005634	nucleus	C
